blind_id	source_file	redaction_pattern	count	remaining_suspect_terms
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-26b-a4b-direct/LONG_1.json	NONE	0	
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-26b-a4b-direct/OPEN_1.json	NONE	0	
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-26b-a4b-direct/VARY_1.json	NONE	0	
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-26b-a4b/CTRL1_1.json	MISSING	0	missing_source
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-26b-a4b/CTRL3_1.json	MISSING	0	missing_source
M017	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-26b-a4b/G3_1.json	MISSING	0	missing_source
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gpt-5-codex.md	gpt-5-codex	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5-codex.md	gpt-5-codex.md	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gpt-5-codex.md	gpt-5-codex	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex-direct/CTRL1_2	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex-direct/CTRL1_3	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex-direct/CTRL1_4	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex-direct/CTRL1_5	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex-direct/CTRL1_6	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	Opus-4.7-style	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	gpt-5-codex	1	
M039	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gpt-5-codex.md	OpenAI	1	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct/LONG_1.json	NONE	0	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct/OPEN_1.json	NONE	0	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct/VARY_1.json	NONE	0	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-codex-direct/CTRL1_1.json	NONE	0	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-codex-direct/CTRL3_1.json	NONE	0	
M039	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gpt-5-codex-direct/G3_1.json	NONE	0	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/deepseek-v4-pro.md	deepseek-v4-pro	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/deepseek-v4-pro.md	deepseek-v4-pro-direct	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/deepseek-v4-pro.md	deepseek-v4-pro.md	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/deepseek-v4-pro.md	deepseek-v4-pro	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro-or-pin-atlascloud/CTRL1_2	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro-or-pin-atlascloud/CTRL1_3	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro-or-pin-atlascloud/CTRL1_4	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro-or-pin-atlascloud/CTRL1_5	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro-or-pin-atlascloud/CTRL1_6	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	deepseek-v4-pro	1	
M004	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/deepseek-v4-pro.md	Opus-4.7-style	1	
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-pro-direct/LONG_1.json	NONE	0	
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-pro-direct/OPEN_1.json	NONE	0	
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-pro-direct/VARY_1.json	sonnet	2	
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-v4-pro/CTRL1_1.json	MISSING	0	missing_source
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-v4-pro/CTRL3_1.json	MISSING	0	missing_source
M004	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/deepseek-v4-pro/G3_1.json	MISSING	0	missing_source
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/grok-3.md	grok-3	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-3.md	grok-3.md	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/grok-3.md	grok-3	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	Opus-4.7-style	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3/G1_13	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3/G1_15	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3/G1_16	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3/G1_18	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3/G1_1	1	
M040	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/grok-3.md	grok-3	1	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-3-16k/LONG_1.json	NONE	0	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-3-16k/OPEN_1.json	NONE	0	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-3-16k/VARY_1.json	NONE	0	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-3/CTRL1_1.json	NONE	0	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-3/CTRL3_1.json	NONE	0	
M040	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/grok-3/G3_1.json	NONE	0	
M055	personality card	MISSING	0	missing_source
M055	personality profile	MISSING	0	missing_source
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3/CTRL1_1	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3/CTRL1_2	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3/CTRL1_3	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3/CTRL1_4	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3/CTRL1_5	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	Opus-4.7-style	1	
M055	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/opus-3.md	opus-3	1	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-3-4k/LONG_1.json	NONE	0	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-3-4k/OPEN_1.json	NONE	0	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-3-4k/VARY_1.json	NONE	0	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-3/CTRL1_1.json	NONE	0	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-3/CTRL3_1.json	NONE	0	
M055	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/opus-3/G3_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/kimi-k2-0905.md	kimi-k2-0905	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/kimi-k2-0905.md	kimi-k2-0905.md	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/kimi-k2-0905.md	kimi-k2-0905	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905-or-pin-atlascloud/CTRL1_10	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905-or-pin-atlascloud/CTRL1_1	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905-or-pin-atlascloud/CTRL1_3	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905-or-pin-atlascloud/CTRL1_5	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905-or-pin-atlascloud/CTRL1_6	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	Opus-4.7-style	1	
M049	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/kimi-k2-0905.md	kimi-k2-0905	1	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-atlascloud/LONG_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-atlascloud/OPEN_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-atlascloud/VARY_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/kimi-k2-0905-or-pin-atlascloud/CTRL1_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/kimi-k2-0905-or-pin-atlascloud/CTRL3_1.json	NONE	0	
M049	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/kimi-k2-0905-or-pin-atlascloud/G3_1.json	NONE	0	
M071	personality card	MISSING	0	missing_source
M071	personality profile	MISSING	0	missing_source
M071	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-flash-02-23.md	qwen3-5-flash-02-23-or-pin-alibaba	1	
M071	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/final/reports/qwen3-5-flash-02-23.md	qwen3-5-flash-02-23	2	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/LONG_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/OPEN_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-5-flash-02-23-or-pin-alibaba/VARY_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/CTRL1_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/CTRL3_1.json	NONE	0	
M071	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/qwen3-5-flash-02-23-or-pin-alibaba/G3_1.json	NONE	0	
