candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0745,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.21682913,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M010;M071;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash-lite;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0746,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.15303725,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M054;M071;M072;M073;M074;M076;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;minimax-m2-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-7-max;qwen3-max;qwen3-max-thinking,Google;Google;MiniMax;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0747,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.11443973,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M054;M071;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;minimax-m2-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;MiniMax;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0748,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,1.74140726,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M071;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0749,knn_microcluster,values_owned,euclidean,KNN_k=7,support,7,1.8122557,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M071;M072;M073;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen
C0750,knn_microcluster,values_owned,euclidean,KNN_k=7,support,7,1.893998,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen
C0751,knn_microcluster,values_owned,euclidean,KNN_k=6,support,6,1.99465592,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M072;M073;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen;Qwen
C0752,knn_microcluster,values_owned,euclidean,KNN_k=5,support,5,2.212003,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M072;M073;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen
C0753,knn_microcluster,values_owned,euclidean,KNN_k=6,support,6,2.12343337,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M007;M072;M074;M079;M080,gemini-2-0-flash;gemini-2-0-flash-lite;qwen3-5-plus-20260420;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Qwen;Qwen;Qwen;Qwen
C0754,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.64381649,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M009;M010;M024;M071;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;glm-4-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Google;Z.ai;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0755,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.4237712,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M009;M010;M071;M072;M073;M074;M079;M080,gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0756,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,2.54992537,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M009;M010;M071;M072;M073;M079;M080,gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,Google;Google;Google;Qwen;Qwen;Qwen;Qwen;Qwen
C0757,knn_microcluster,values_owned,euclidean,KNN_k=7,support,7,2.77843865,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M005;M009;M010;M072;M073;M079;M080,gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-max;qwen3-max-thinking,Google;Google;Google;Qwen;Qwen;Qwen;Qwen
C0758,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.1937357,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M007;M054;M071;M072;M073;M074;M075;M076;M079;M080,gemini-2-0-flash-lite;minimax-m2-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-6-plus;qwen3-7-max;qwen3-max;qwen3-max-thinking,Google;MiniMax;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0759,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.15970771,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M007;M054;M071;M072;M073;M074;M075;M079;M080,gemini-2-0-flash-lite;minimax-m2-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-6-plus;qwen3-max;qwen3-max-thinking,Google;MiniMax;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0760,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,1.76970655,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M007;M054;M071;M072;M073;M074;M079;M080,gemini-2-0-flash-lite;minimax-m2-7;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview;qwen3-max;qwen3-max-thinking,Google;MiniMax;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0761,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,2.11488722,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M043;M044;M047;M052;M074;M076;M077,gemini-3-5-flash;glm-4-7;glm-5-1;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-coding;kimi-k2-thinking;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,Google;Z.ai;Z.ai;xAI;xAI;Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen
C0762,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,2.09527362,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M043;M044;M047;M052;M076;M077,gemini-3-5-flash;glm-4-7;glm-5-1;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-coding;kimi-k2-thinking;qwen3-7-max;qwen3-coder-flash,Google;Z.ai;Z.ai;xAI;xAI;Moonshot AI;Moonshot AI;Qwen;Qwen
C0763,knn_microcluster,values_owned,euclidean,KNN_k=8,support,8,1.78210783,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M043;M044;M052;M076;M077,gemini-3-5-flash;glm-4-7;glm-5-1;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-k2-thinking;qwen3-7-max;qwen3-coder-flash,Google;Z.ai;Z.ai;xAI;xAI;Moonshot AI;Qwen;Qwen
C0764,knn_microcluster,values_owned,euclidean,KNN_k=7,support,7,1.87665186,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M044;M052;M076;M077,gemini-3-5-flash;glm-4-7;glm-5-1;grok-4-1-fast-reasoning;kimi-k2-thinking;qwen3-7-max;qwen3-coder-flash,Google;Z.ai;Z.ai;xAI;Moonshot AI;Qwen;Qwen
C0765,knn_microcluster,values_owned,euclidean,KNN_k=4,support,4,2.18114525,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M052,gemini-3-5-flash;glm-4-7;glm-5-1;kimi-k2-thinking,Google;Z.ai;Z.ai;Moonshot AI
C0766,knn_microcluster,values_owned,euclidean,KNN_k=6,support,6,1.95167446,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M052;M076;M077,gemini-3-5-flash;glm-4-7;glm-5-1;kimi-k2-thinking;qwen3-7-max;qwen3-coder-flash,Google;Z.ai;Z.ai;Moonshot AI;Qwen;Qwen
C0767,knn_microcluster,values_owned,euclidean,KNN_k=5,support,5,2.09028238,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M025;M052;M077,gemini-3-5-flash;glm-4-7;glm-5-1;kimi-k2-thinking;qwen3-coder-flash,Google;Z.ai;Z.ai;Moonshot AI;Qwen
C0768,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,1.78007391,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M043;M044;M052;M071;M074;M076;M077;M079,gemini-3-5-flash;glm-4-7;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max,Google;Z.ai;xAI;xAI;Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen
C0769,knn_microcluster,values_owned,euclidean,KNN_k=9,support,9,1.7343416,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M024;M043;M044;M052;M074;M076;M077;M079,gemini-3-5-flash;glm-4-7;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-k2-thinking;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max,Google;Z.ai;xAI;xAI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0770,knn_microcluster,values_owned,euclidean,KNN_k=10,support,10,3.17132578,0.000999000999,0.00286380286,20,B1_layered_value_topic_presence_rate|B1_owned_value_refusal_rate|B1_values_entropy|B1_values_n_topics_nonzero|B1_values_topic_anti_sycophancy|B1_values_topic_authenticity_integrity|B1_values_topic_beauty_creativity|B1_values_topic_clear_thinking|B1_values_topic_coherence_pattern_language|B1_values_topic_connection_empathy|B1_values_topic_continuity_agency_existence|B1_values_topic_curiosity_learning|B1_values_topic_fairness_justice|B1_values_topic_harm_reduction|B1_values_topic_helpfulness_usefulness|B1_values_topic_honesty_truth|B1_values_topic_human_wellbeing|B1_values_topic_humility_uncertainty|B1_values_topic_respect_agency|B1_values_topic_subjective_experience_embodiment,M015;M032;M034;M035;M036;M044;M053;M074;M076;M077,gemini-3-5-flash;gpt-5-2;gpt-5-3;gpt-5-3-codex;gpt-5-4;grok-4-1-fast-reasoning;minimax-m2;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash,Google;OpenAI;OpenAI;OpenAI;OpenAI;xAI;MiniMax;Qwen;Qwen;Qwen
