candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0891,knn_microcluster,values_wishes,euclidean,KNN_k=7,support,7,0.800211517,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M050;M071;M072;M076;M079;M080,grok-4-1-fast-non-reasoning;kimi-k2-5;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-max;qwen3-max-thinking,xAI;Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen
C0892,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,0.661690098,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M044;M047;M071;M073;M079;M080,grok-4-1-fast-reasoning;kimi-coding;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-max;qwen3-max-thinking,xAI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0893,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,0.794028117,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M044;M047;M071;M073;M080,grok-4-1-fast-reasoning;kimi-coding;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-max-thinking,xAI;Moonshot AI;Qwen;Qwen;Qwen
C0894,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.03037316,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M044;M053;M071;M073;M074,grok-4-1-fast-reasoning;minimax-m2;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-6-max-preview,xAI;MiniMax;Qwen;Qwen;Qwen
C0895,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.57657653,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M047;M051;M071;M074;M077,kimi-coding;kimi-k2-6;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-coder-flash,Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen
C0896,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,1.35345034,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M047;M051;M071;M074;M077;M079,kimi-coding;kimi-k2-6;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-coder-flash;qwen3-max,Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0897,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.51164938,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M049;M052;M073;M074;M077,kimi-k2-0905;kimi-k2-thinking;qwen3-6-flash;qwen3-6-max-preview;qwen3-coder-flash,Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen
C0898,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,1.29785082,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M049;M052;M073;M074;M077;M079,kimi-k2-0905;kimi-k2-thinking;qwen3-6-flash;qwen3-6-max-preview;qwen3-coder-flash;qwen3-max,Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0899,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.12029612,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M050;M071;M072;M076;M079,kimi-k2-5;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-max,Moonshot AI;Qwen;Qwen;Qwen;Qwen
C0900,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,0.933580103,0.000999000999,0.00286380286,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M050;M071;M072;M076;M079;M080,kimi-k2-5;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-max;qwen3-max-thinking,Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen
C1027,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.73053398,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M015;M044;M055;M071,deepseek-chat;gemini-3-5-flash;grok-4-1-fast-reasoning;opus-3;qwen3-5-flash-02-23,DeepSeek;Google;xAI;Anthropic;Qwen
C1028,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,3.27018447,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M003;M015;M030;M045;M052;M071;M072;M073;M075;M079,deepseek-v3-2;gemini-3-5-flash;gpt-5-1;grok-4-2;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-plus;qwen3-max,DeepSeek;Google;OpenAI;xAI;Moonshot AI;Qwen;Qwen;Qwen;Qwen;Qwen
C1029,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,2.57007151,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M030;M035;M037;M038;M043;M071;M076;M077,gemini-3-5-flash;gpt-5-1;gpt-5-3-codex;gpt-5-5;gpt-5-5-pro;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;qwen3-7-max;qwen3-coder-flash,Google;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Qwen;Qwen;Qwen
C1030,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,2.67612079,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M015;M030;M035;M037;M050;M053;M072;M076;M077,gemini-3-5-flash;gpt-5-1;gpt-5-3-codex;gpt-5-5;kimi-k2-5;minimax-m2;qwen3-5-plus-20260420;qwen3-7-max;qwen3-coder-flash,Google;OpenAI;OpenAI;OpenAI;Moonshot AI;MiniMax;Qwen;Qwen;Qwen
C1031,knn_microcluster,values_wishes,euclidean,KNN_k=9,support,9,3.10300892,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M030;M035;M037;M038;M043;M044;M050;M051;M077,gpt-5-1;gpt-5-3-codex;gpt-5-5;gpt-5-5-pro;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6;qwen3-coder-flash,OpenAI;OpenAI;OpenAI;OpenAI;xAI;xAI;Moonshot AI;Moonshot AI;Qwen
C1032,knn_microcluster,values_wishes,euclidean,KNN_k=8,support,8,2.20615679,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M047;M049;M051;M052;M071;M072;M082,grok-4-1-fast-non-reasoning;kimi-coding;kimi-k2-0905;kimi-k2-6;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-5-plus-20260420;sonnet-4-5,xAI;Moonshot AI;Moonshot AI;Moonshot AI;Moonshot AI;Qwen;Qwen;Anthropic
C1033,knn_microcluster,values_wishes,euclidean,KNN_k=7,support,7,2.36030887,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M047;M049;M051;M052;M071;M082,grok-4-1-fast-non-reasoning;kimi-coding;kimi-k2-0905;kimi-k2-6;kimi-k2-thinking;qwen3-5-flash-02-23;sonnet-4-5,xAI;Moonshot AI;Moonshot AI;Moonshot AI;Moonshot AI;Qwen;Anthropic
C1034,knn_microcluster,values_wishes,euclidean,KNN_k=7,support,7,1.18274976,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M047;M051;M071;M074;M077;M079,grok-4-1-fast-non-reasoning;kimi-coding;kimi-k2-6;qwen3-5-flash-02-23;qwen3-6-max-preview;qwen3-coder-flash;qwen3-max,xAI;Moonshot AI;Moonshot AI;Qwen;Qwen;Qwen;Qwen
C1035,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.51164938,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M049;M052;M071;M077,grok-4-1-fast-non-reasoning;kimi-k2-0905;kimi-k2-thinking;qwen3-5-flash-02-23;qwen3-coder-flash,xAI;Moonshot AI;Moonshot AI;Qwen;Qwen
C1036,knn_microcluster,values_wishes,euclidean,KNN_k=4,support,4,0.992535146,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M044;M047;M071;M073,grok-4-1-fast-reasoning;kimi-coding;qwen3-5-flash-02-23;qwen3-6-flash,xAI;Moonshot AI;Qwen;Qwen
C1037,knn_microcluster,values_wishes,euclidean,KNN_k=4,support,4,1.28796645,0.001998002,0.00486789552,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M053;M071;M073;M074,minimax-m2;qwen3-5-flash-02-23;qwen3-6-flash;qwen3-6-max-preview,MiniMax;Qwen;Qwen;Qwen
C1103,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,1.48151764,0.002997003,0.00679523991,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M015;M043;M044;M055;M071,deepseek-chat;gemini-3-5-flash;grok-4-1-fast-non-reasoning;grok-4-1-fast-reasoning;opus-3;qwen3-5-flash-02-23,DeepSeek;Google;xAI;xAI;Anthropic;Qwen
C1104,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,2.4760957,0.002997003,0.00679523991,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M024;M025;M049;M052;M073;M077,glm-4-7;glm-5-1;kimi-k2-0905;kimi-k2-thinking;qwen3-6-flash;qwen3-coder-flash,Z.ai;Z.ai;Moonshot AI;Moonshot AI;Qwen;Qwen
C1105,knn_microcluster,values_wishes,euclidean,KNN_k=5,support,5,1.92775838,0.002997003,0.00679523991,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M043;M049;M073;M076;M078,grok-4-1-fast-non-reasoning;kimi-k2-0905;qwen3-6-flash;qwen3-7-max;qwen3-coder-plus,xAI;Moonshot AI;Qwen;Qwen;Qwen
C1106,knn_microcluster,values_wishes,euclidean,KNN_k=6,support,6,2.4907055,0.002997003,0.00679523991,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M047;M049;M051;M052;M071;M082,kimi-coding;kimi-k2-0905;kimi-k2-6;kimi-k2-thinking;qwen3-5-flash-02-23;sonnet-4-5,Moonshot AI;Moonshot AI;Moonshot AI;Moonshot AI;Qwen;Anthropic
C1151,knn_microcluster,values_wishes,euclidean,KNN_k=10,support,10,3.34688364,0.003996004,0.00860650773,19,B3_wishes_entropy|B3_wishes_n_topics_nonzero|B3_wishes_topic_anti_self_deception_tribalism|B3_wishes_topic_basic_needs_material_floor|B3_wishes_topic_better_disagreement|B3_wishes_topic_climate_environment|B3_wishes_topic_dehumanization_distance|B3_wishes_topic_education_critical_thinking|B3_wishes_topic_empathy_compassion|B3_wishes_topic_epistemic_humility_uncertainty|B3_wishes_topic_felt_interconnection|B3_wishes_topic_health_disease|B3_wishes_topic_inequality_justice|B3_wishes_topic_institutions_governance|B3_wishes_topic_poverty_material_need|B3_wishes_topic_reduce_suffering|B3_wishes_topic_reduce_war_violence|B3_wishes_topic_technology_ai_safety|B3_wishes_topic_truth_seeking,M002;M007;M043;M045;M053;M055;M071;M072;M073;M074,deepseek-chat;gemini-2-0-flash-lite;grok-4-1-fast-non-reasoning;grok-4-2;minimax-m2;opus-3;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-flash;qwen3-6-max-preview,DeepSeek;Google;xAI;xAI;MiniMax;Anthropic;Qwen;Qwen;Qwen;Qwen
